NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	67		Rejected!	
REACTOME_RHO_GTPASES_ACTIVATE_CIT	19		Rejected!	
REACTOME_RHO_GTPASES_ACTIVATE_KTN1	11		Rejected!	
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS	32		Rejected!	
REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION	6		Rejected!	
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS	19		Rejected!	
REACTOME_RHO_GTPASES_ACTIVATE_PAKS	21		Rejected!	
REACTOME_TP53_REGULATES_METABOLIC_GENES	87		Rejected!	
REACTOME_LIGAND_RECEPTOR_INTERACTIONS	8		Rejected!	
REACTOME_HEDGEHOG_ON_STATE	86		Rejected!	
REACTOME_REGULATION_OF_TP53_ACTIVITY	160		Rejected!	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	44		Rejected!	
REACTOME_ACTIVATION_OF_SMO	18		Rejected!	
REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	7		Rejected!	
REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII	15		Rejected!	
REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	7		Rejected!	
REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	21		Rejected!	
REACTOME_FRUCTOSE_METABOLISM	7		Rejected!	
REACTOME_VESICLE_MEDIATED_TRANSPORT	724	29		
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2	18		Rejected!	
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4	15		Rejected!	
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1	31		Rejected!	
REACTOME_SHC_MEDIATED_CASCADE_FGFR1	21		Rejected!	
REACTOME_PI_3K_CASCADE_FGFR1	21		Rejected!	
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING	23		Rejected!	
REACTOME_PI_3K_CASCADE_FGFR2	23		Rejected!	
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2	30		Rejected!	
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	25		Rejected!	
REACTOME_SHC_MEDIATED_CASCADE_FGFR3	18		Rejected!	
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	20		Rejected!	
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3	25		Rejected!	
REACTOME_PI_3K_CASCADE_FGFR3	18		Rejected!	
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING	22		Rejected!	
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4	27		Rejected!	
REACTOME_SHC_MEDIATED_CASCADE_FGFR4	20		Rejected!	
REACTOME_PI_3K_CASCADE_FGFR4	20		Rejected!	
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING	33		Rejected!	
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	34		Rejected!	
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	29		Rejected!	
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	31		Rejected!	
REACTOME_SIGNALING_BY_FGFR1	50		Rejected!	
REACTOME_SIGNALING_BY_FGFR2	73		Rejected!	
REACTOME_SIGNALING_BY_FGFR3	40		Rejected!	
REACTOME_SIGNALING_BY_FGFR4	41		Rejected!	
REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE	43		Rejected!	
REACTOME_SIGNALING_BY_FGFR4_IN_DISEASE	11		Rejected!	
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	38		Rejected!	
REACTOME_TRANSLESION_SYNTHESIS_BY_POLK	17		Rejected!	
REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS	32		Rejected!	
REACTOME_REGULATION_OF_RAS_BY_GAPS	68		Rejected!	
REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING	13		Rejected!	
REACTOME_RESPONSE_TO_METAL_IONS	14		Rejected!	
REACTOME_CLEC7A_INFLAMMASOME_PATHWAY	6		Rejected!	
REACTOME_METALLOTHIONEINS_BIND_METALS	11		Rejected!	
REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE	5		Rejected!	
REACTOME_MELANIN_BIOSYNTHESIS	5		Rejected!	
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM	34		Rejected!	
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	394	17		
REACTOME_INFECTIOUS_DISEASE	924	29		
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES	36		Rejected!	
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	140		Rejected!	
REACTOME_RHO_GTPASES_ACTIVATE_RHOTEKIN_AND_RHOPHILINS	9		Rejected!	
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	101		Rejected!	
REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES	24		Rejected!	
REACTOME_DISEASES_OF_METABOLISM	246		Rejected!	
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	29		Rejected!	
REACTOME_RAF_ACTIVATION	34		Rejected!	
REACTOME_MAP2K_AND_MAPK_ACTIVATION	40		Rejected!	
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER	26		Rejected!	
REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY	6		Rejected!	
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	43		Rejected!	
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY	17		Rejected!	
REACTOME_PROTEIN_REPAIR	6		Rejected!	
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	61		Rejected!	
REACTOME_LGI_ADAM_INTERACTIONS	14		Rejected!	
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	327		Rejected!	
REACTOME_SURFACTANT_METABOLISM	30		Rejected!	
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	16		Rejected!	
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	37		Rejected!	
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	10		Rejected!	
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	67		Rejected!	
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND	21		Rejected!	
REACTOME_MAPK6_MAPK4_SIGNALING	93		Rejected!	
REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM	10		Rejected!	
REACTOME_DEUBIQUITINATION	298		Rejected!	
REACTOME_DEFECTIVE_CSF2RB_CAUSES_SMDP5	8		Rejected!	
REACTOME_UCH_PROTEINASES	102		Rejected!	
REACTOME_JOSEPHIN_DOMAIN_DUBS	12		Rejected!	
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	221		Rejected!	
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	38		Rejected!	
REACTOME_METALLOPROTEASE_DUBS	37		Rejected!	
REACTOME_CD22_MEDIATED_BCR_REGULATION	61		Rejected!	
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	167		Rejected!	
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES	34		Rejected!	
REACTOME_HOMOLOGY_DIRECTED_REPAIR	138		Rejected!	
REACTOME_SENSING_OF_DNA_DOUBLE_STRAND_BREAKS	6		Rejected!	
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA	26		Rejected!	
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	69		Rejected!	
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	42		Rejected!	
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	78		Rejected!	
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	98		Rejected!	
REACTOME_CARGO_CONCENTRATION_IN_THE_ER	33		Rejected!	
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER	38		Rejected!	
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	43		Rejected!	
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	25		Rejected!	
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	110		Rejected!	
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	84		Rejected!	
REACTOME_DUAL_INCISION_IN_GG_NER	41		Rejected!	
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1435	51		
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	73		Rejected!	
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	103		Rejected!	
REACTOME_INFLAMMASOMES	21		Rejected!	
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS	7		Rejected!	
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	11		Rejected!	
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	9		Rejected!	
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	53		Rejected!	
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER	78		Rejected!	
REACTOME_DUAL_INCISION_IN_TC_NER	65		Rejected!	
REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	43		Rejected!	
REACTOME_SYNTHESIS_OF_WYBUTOSINE_AT_G37_OF_TRNA_PHE	6		Rejected!	
REACTOME_FANCONI_ANEMIA_PATHWAY	39		Rejected!	
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	24		Rejected!	
REACTOME_INTERLEUKIN_10_SIGNALING	46		Rejected!	
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	59		Rejected!	
REACTOME_TRNA_PROCESSING_IN_THE_MITOCHONDRION	7		Rejected!	
REACTOME_ERBB2_REGULATES_CELL_MOTILITY	15		Rejected!	
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	111		Rejected!	
REACTOME_TRNA_MODIFICATION_IN_THE_MITOCHONDRION	9		Rejected!	
REACTOME_GDP_FUCOSE_BIOSYNTHESIS	6		Rejected!	
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS	17		Rejected!	
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	60		Rejected!	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	49		Rejected!	
REACTOME_RRNA_MODIFICATION_IN_THE_MITOCHONDRION	8		Rejected!	
REACTOME_NEUREXINS_AND_NEUROLIGINS	56		Rejected!	
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	87		Rejected!	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	62		Rejected!	
REACTOME_CHOLINE_CATABOLISM	6		Rejected!	
REACTOME_NEUTROPHIL_DEGRANULATION	479	17		
REACTOME_COMPLEX_I_BIOGENESIS	57		Rejected!	
REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS	6		Rejected!	
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS	45		Rejected!	
REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS	65		Rejected!	
REACTOME_RAS_SIGNALING_DOWNSTREAM_OF_NF1_LOSS_OF_FUNCTION_VARIANTS	7		Rejected!	
REACTOME_ONCOGENIC_MAPK_SIGNALING	82		Rejected!	
REACTOME_ANTIMICROBIAL_PEPTIDES	97		Rejected!	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE	20		Rejected!	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN	14		Rejected!	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES	12		Rejected!	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS	12		Rejected!	
REACTOME_FGFR2_ALTERNATIVE_SPLICING	27		Rejected!	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST	18		Rejected!	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	21		Rejected!	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	14		Rejected!	
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	92		Rejected!	
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	30		Rejected!	
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS	14		Rejected!	
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION	19		Rejected!	
REACTOME_KERATINIZATION	217		Rejected!	
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	37		Rejected!	
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	48		Rejected!	
REACTOME_SIGNALING_BY_MET	79		Rejected!	
REACTOME_MET_RECEPTOR_ACTIVATION	6		Rejected!	
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY	21		Rejected!	
REACTOME_PTEN_REGULATION	139		Rejected!	
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	81		Rejected!	
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	102		Rejected!	
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	129		Rejected!	
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	100		Rejected!	
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	53		Rejected!	
REACTOME_INTRA_GOLGI_TRAFFIC	44		Rejected!	
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK	49		Rejected!	
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	203		Rejected!	
REACTOME_PI5P_REGULATES_TP53_ACETYLATION	9		Rejected!	
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	38		Rejected!	
REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM	7		Rejected!	
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	6		Rejected!	
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	11		Rejected!	
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	68		Rejected!	
REACTOME_MITOTIC_PROPHASE	143		Rejected!	
REACTOME_MITOTIC_PROMETAPHASE	203		Rejected!	
REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	13		Rejected!	
REACTOME_M_PHASE	417		Rejected!	
REACTOME_G2_PHASE	5		Rejected!	
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	71		Rejected!	
REACTOME_DNA_REPLICATION_INITIATION	8		Rejected!	
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	33		Rejected!	
REACTOME_DNA_REPLICATION_PRE_INITIATION	85		Rejected!	
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	91		Rejected!	
REACTOME_POLYMERASE_SWITCHING	14		Rejected!	
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	15		Rejected!	
REACTOME_LAGGING_STRAND_SYNTHESIS	20		Rejected!	
REACTOME_DNA_STRAND_ELONGATION	32		Rejected!	
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	29		Rejected!	
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	47		Rejected!	
REACTOME_S_PHASE	162		Rejected!	
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	25		Rejected!	
REACTOME_CELL_CYCLE_MITOTIC	561		Rejected!	
REACTOME_DNA_REPLICATION	128		Rejected!	
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	95		Rejected!	
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	5		Rejected!	
REACTOME_G2_M_CHECKPOINTS	168		Rejected!	
REACTOME_STABILIZATION_OF_P53	57		Rejected!	
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	68		Rejected!	
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	111		Rejected!	
REACTOME_CELL_CYCLE_CHECKPOINTS	292		Rejected!	
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY	85		Rejected!	
REACTOME_GLYCOLYSIS	72		Rejected!	
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	15		Rejected!	
REACTOME_GLUCONEOGENESIS	34		Rejected!	
REACTOME_PYRUVATE_METABOLISM	31		Rejected!	
REACTOME_GLUCOSE_METABOLISM	92		Rejected!	
REACTOME_FRUCTOSE_CATABOLISM	5		Rejected!	
REACTOME_GALACTOSE_CATABOLISM	5		Rejected!	
REACTOME_UREA_CYCLE	10		Rejected!	
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	21		Rejected!	
REACTOME_HISTIDINE_CATABOLISM	8		Rejected!	
REACTOME_PROPIONYL_COA_CATABOLISM	5		Rejected!	
REACTOME_LYSINE_CATABOLISM	12		Rejected!	
REACTOME_TRYPTOPHAN_CATABOLISM	14		Rejected!	
REACTOME_CREATINE_METABOLISM	11		Rejected!	
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	374		Rejected!	
REACTOME_PENTOSE_PHOSPHATE_PATHWAY	15		Rejected!	
REACTOME_ETHANOL_OXIDATION	12		Rejected!	
REACTOME_METABOLISM_OF_CARBOHYDRATES	293		Rejected!	
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	22		Rejected!	
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	55		Rejected!	
REACTOME_MRNA_CAPPING	29		Rejected!	
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	52		Rejected!	
REACTOME_MRNA_SPLICING	188		Rejected!	
REACTOME_MRNA_EDITING_C_TO_U_CONVERSION	8		Rejected!	
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	84		Rejected!	
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	242		Rejected!	
REACTOME_TRNA_PROCESSING	111		Rejected!	
REACTOME_RRNA_PROCESSING	205		Rejected!	
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120		Rejected!	
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	60		Rejected!	
REACTOME_RECYCLING_OF_EIF2_GDP	8		Rejected!	
REACTOME_TRANSLATION	295		Rejected!	
REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS	9		Rejected!	
REACTOME_PYRIMIDINE_SALVAGE	11		Rejected!	
REACTOME_PYRIMIDINE_CATABOLISM	12		Rejected!	
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	47		Rejected!	
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	91		Rejected!	
REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION	18		Rejected!	
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	12		Rejected!	
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION	66		Rejected!	
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	1374	42		
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION	31		Rejected!	
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	111		Rejected!	
REACTOME_BASE_EXCISION_REPAIR	91		Rejected!	
REACTOME_CHROMOSOME_MAINTENANCE	140		Rejected!	
REACTOME_DEATH_RECEPTOR_SIGNALLING	141		Rejected!	
REACTOME_DNA_DAMAGE_BYPASS	48		Rejected!	
REACTOME_DNA_REPAIR	332		Rejected!	
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	63		Rejected!	
REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES	38		Rejected!	
REACTOME_DNA_DAMAGE_REVERSAL	8		Rejected!	
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	23		Rejected!	
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	41		Rejected!	
REACTOME_KETONE_BODY_METABOLISM	10		Rejected!	
REACTOME_PURINE_SALVAGE	13		Rejected!	
REACTOME_PURINE_CATABOLISM	17		Rejected!	
REACTOME_IRS_ACTIVATION	5		Rejected!	
REACTOME_SIGNAL_ATTENUATION	10		Rejected!	
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	54		Rejected!	
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	78		Rejected!	
REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX	13		Rejected!	
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	28		Rejected!	
REACTOME_MRNA_EDITING	10		Rejected!	
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	37		Rejected!	
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	14		Rejected!	
REACTOME_APOPTOTIC_EXECUTION_PHASE	52		Rejected!	
REACTOME_FASL_CD95L_SIGNALING	5		Rejected!	
REACTOME_TRAIL_SIGNALING	8		Rejected!	
REACTOME_DISSOLUTION_OF_FIBRIN_CLOT	13		Rejected!	
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	24		Rejected!	
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	15		Rejected!	
REACTOME_TNF_SIGNALING	44		Rejected!	
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	261		Rejected!	
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	132		Rejected!	
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	39		Rejected!	
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER	28		Rejected!	
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	28		Rejected!	
REACTOME_SYNTHESIS_OF_KETONE_BODIES	8		Rejected!	
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS	11		Rejected!	
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS	6		Rejected!	
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	37		Rejected!	
REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA	5		Rejected!	
REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA	6		Rejected!	
REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA	5		Rejected!	
REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA	5		Rejected!	
REACTOME_BETA_OXIDATION_OF_BUTANOYL_COA_TO_ACETYL_COA	5		Rejected!	
REACTOME_INSULIN_RECEPTOR_RECYCLING	26		Rejected!	
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	11		Rejected!	
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	19		Rejected!	
REACTOME_TRANSPORT_OF_FATTY_ACIDS	8		Rejected!	
REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE	12		Rejected!	
REACTOME_THE_NLRP3_INFLAMMASOME	16		Rejected!	
REACTOME_INTERFERON_GAMMA_SIGNALING	93		Rejected!	
REACTOME_REGULATION_OF_IFNG_SIGNALING	14		Rejected!	
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	13		Rejected!	
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	12		Rejected!	
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	18		Rejected!	
REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING	13		Rejected!	
REACTOME_SIGNALING_BY_PTK6	54		Rejected!	
REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS	7		Rejected!	
REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING	5		Rejected!	
REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1	9		Rejected!	
REACTOME_PTK6_REGULATES_CELL_CYCLE	6		Rejected!	
REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES	14		Rejected!	
REACTOME_PTK6_EXPRESSION	5		Rejected!	
REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES	21		Rejected!	
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS	8		Rejected!	
REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS	12		Rejected!	
REACTOME_SIGNALING_BY_FGFR2_IIIA_TM	19		Rejected!	
REACTOME_MET_ACTIVATES_RAS_SIGNALING	11		Rejected!	
REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING	6		Rejected!	
REACTOME_PROTEIN_UBIQUITINATION	79		Rejected!	
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	79		Rejected!	
REACTOME_SIGNALING_BY_MST1	5		Rejected!	
REACTOME_SIGNALING_BY_FGFR3_FUSIONS_IN_CANCER	10		Rejected!	
